town_code,region_code,ID Provincia,ID Municipio,name,population,census,votes,null_votes,blank_votes,scrutinized,Fecha
06036,10,06,036,Castuera,6255,5157,3966,109,46,100,Datos de las 0:09 del 25 de Mayo de 2015
06042,10,06,042,Cheles,1220,1010,831,7,5,100,Datos de las 21:42 del 24 de Mayo de 2015
06037,10,06,037,"Codosera, La",2221,1789,1371,22,23,100,Datos de las 23:21 del 24 de Mayo de 2015
06038,10,06,038,Cordobilla de Lácara,974,812,647,23,15,100,Datos de las 22:15 del 24 de Mayo de 2015
06039,10,06,039,"Coronada, La",2197,1846,1584,80,18,100,Datos de las 22:00 del 24 de Mayo de 2015
06040,10,06,040,Corte de Peleas,1301,1015,851,6,3,100,Datos de las 21:24 del 24 de Mayo de 2015
06041,10,06,041,Cristina,565,455,417,1,9,100,Datos de las 21:51 del 24 de Mayo de 2015
06043,10,06,043,Don Álvaro,771,687,562,12,23,100,Datos de las 22:51 del 24 de Mayo de 2015
06044,10,06,044,Don Benito,37011,28921,19814,315,404,100,Datos de las 23:00 del 24 de Mayo de 2015
06045,10,06,045,Entrín Bajo,580,497,407,9,9,100,Datos de las 21:12 del 24 de Mayo de 2015
06046,10,06,046,Esparragalejo,1498,1254,1066,24,15,100,Datos de las 21:45 del 24 de Mayo de 2015
06047,10,06,047,Esparragosa de la Serena,1058,866,744,28,5,100,Datos de las 22:00 del 24 de Mayo de 2015
06048,10,06,048,Esparragosa de Lares,987,854,770,34,4,100,Datos de las 22:43 del 24 de Mayo de 2015
06049,10,06,049,Feria,1230,1031,847,47,8,100,Datos de las 22:39 del 24 de Mayo de 2015
06050,10,06,050,Fregenal de la Sierra,5001,4161,3362,84,44,100,Datos de las 22:21 del 24 de Mayo de 2015
06051,10,06,051,Fuenlabrada de los Montes,1930,1582,1353,16,13,100,Datos de las 23:09 del 24 de Mayo de 2015
06052,10,06,052,Fuente de Cantos,5002,4054,3006,95,63,100,Datos de las 22:13 del 24 de Mayo de 2015
06053,10,06,053,Fuente del Arco,719,605,478,20,11,100,Datos de las 21:36 del 24 de Mayo de 2015
06054,10,06,054,Fuente del Maestre,6906,5459,4427,103,35,100,Datos de las 23:42 del 24 de Mayo de 2015
06055,10,06,055,Fuentes de León,2430,2071,1693,48,21,100,Datos de las 22:36 del 24 de Mayo de 2015
06056,10,06,056,Garbayuela,543,485,445,3,3,100,Datos de las 21:42 del 24 de Mayo de 2015
06057,10,06,057,Garlitos,631,575,535,17,1,100,Datos de las 23:03 del 24 de Mayo de 2015
06058,10,06,058,"Garrovilla, La",2434,2058,1570,92,53,100,Datos de las 22:09 del 24 de Mayo de 2015
06059,10,06,059,Granja de Torrehermosa,2186,1886,1426,30,38,100,Datos de las 22:21 del 24 de Mayo de 2015
06903,10,06,903,Guadiana del Caudillo,2519,2007,1562,40,38,100,Datos de las 23:09 del 24 de Mayo de 2015
06060,10,06,060,Guareña,7227,5841,4384,129,49,100,Datos de las 21:48 del 24 de Mayo de 2015
06061,10,06,061,"Haba, La",1296,1096,942,11,5,100,Datos de las 21:33 del 24 de Mayo de 2015
06062,10,06,062,Helechosa de los Montes,715,620,551,11,3,100,Datos de las 22:39 del 24 de Mayo de 2015
06063,10,06,063,Herrera del Duque,3706,3064,2624,57,39,100,Datos de las 22:39 del 24 de Mayo de 2015
06064,10,06,064,Higuera de la Serena,1001,852,738,13,1,100,Datos de las 22:42 del 24 de Mayo de 2015
06065,10,06,065,Higuera de Llerena,348,313,279,5,7,100,Datos de las 21:48 del 24 de Mayo de 2015
06066,10,06,066,Higuera de Vargas,2028,1779,1381,61,32,100,Datos de las 22:25 del 24 de Mayo de 2015
06067,10,06,067,Higuera la Real,2401,1982,1345,42,22,100,Datos de las 21:42 del 24 de Mayo de 2015
06068,10,06,068,Hinojosa del Valle,519,454,401,10,4,100,Datos de las 21:33 del 24 de Mayo de 2015
06069,10,06,069,Hornachos,3777,3085,2265,65,59,100,Datos de las 22:31 del 24 de Mayo de 2015
06070,10,06,070,Jerez de los Caballeros,9623,7754,5646,270,97,100,Datos de las 22:54 del 24 de Mayo de 2015
06071,10,06,071,"Lapa, La",285,247,234,10,1,100,Datos de las 20:57 del 24 de Mayo de 2015
06073,10,06,073,Llera,905,754,599,28,7,100,Datos de las 22:25 del 24 de Mayo de 2015
06074,10,06,074,Llerena,5969,4830,3543,102,52,100,Datos de las 23:09 del 24 de Mayo de 2015
06072,10,06,072,Lobón,2840,2326,1924,32,38,100,Datos de las 21:48 del 24 de Mayo de 2015
06075,10,06,075,Magacela,561,492,424,32,7,100,Datos de las 21:15 del 24 de Mayo de 2015
06076,10,06,076,Maguilla,1010,844,741,21,4,100,Datos de las 22:31 del 24 de Mayo de 2015
06077,10,06,077,Malcocinado,405,356,328,6,3,100,Datos de las 21:48 del 24 de Mayo de 2015
06078,10,06,078,Malpartida de la Serena,610,516,461,5,2,100,Datos de las 21:45 del 24 de Mayo de 2015
06079,10,06,079,Manchita,761,639,536,4,10,100,Datos de las 23:18 del 24 de Mayo de 2015
06080,10,06,080,Medellín,2321,1926,1509,35,21,100,Datos de las 21:42 del 24 de Mayo de 2015
06081,10,06,081,Medina de las Torres,1287,1094,845,41,18,100,Datos de las 22:39 del 24 de Mayo de 2015
06082,10,06,082,Mengabril,479,373,349,0,6,100,Datos de las 22:03 del 24 de Mayo de 2015
06083,10,06,083,Mérida,58985,43712,28791,535,696,"95,11",Datos de las 0:39 del 25 de Mayo de 2015
06084,10,06,084,Mirandilla,1357,1112,991,31,7,100,Datos de las 21:27 del 24 de Mayo de 2015
06085,10,06,085,Monesterio,4345,3444,2435,88,81,100,Datos de las 21:48 del 24 de Mayo de 2015
06086,10,06,086,Montemolín,1467,1248,977,13,5,100,Datos de las 22:27 del 24 de Mayo de 2015
06087,10,06,087,Monterrubio de la Serena,2537,2154,1887,98,30,100,Datos de las 23:51 del 24 de Mayo de 2015
06088,10,06,088,Montijo,15961,12716,9019,228,203,100,Datos de las 23:00 del 24 de Mayo de 2015
06089,10,06,089,"Morera, La",744,597,515,9,4,100,Datos de las 21:33 del 24 de Mayo de 2015
06090,10,06,090,"Nava de Santiago, La",1015,881,680,33,8,100,Datos de las 22:13 del 24 de Mayo de 2015
06091,10,06,091,Navalvillar de Pela,4714,3790,2967,94,48,100,Datos de las 22:06 del 24 de Mayo de 2015
06092,10,06,092,Nogales,699,575,470,18,3,100,Datos de las 21:45 del 24 de Mayo de 2015
06093,10,06,093,Oliva de la Frontera,5461,4519,3786,65,30,100,Datos de las 23:03 del 24 de Mayo de 2015
06094,10,06,094,Oliva de Mérida,1795,1490,1137,23,24,100,Datos de las 22:06 del 24 de Mayo de 2015
06095,10,06,095,Olivenza,12104,9534,7579,214,125,100,Datos de las 23:03 del 24 de Mayo de 2015
06096,10,06,096,Orellana de la Sierra,258,230,179,21,7,100,Datos de las 21:27 del 24 de Mayo de 2015
06097,10,06,097,Orellana la Vieja,2842,2419,1879,58,43,100,Datos de las 23:18 del 24 de Mayo de 2015
06098,10,06,098,Palomas,698,544,463,11,12,100,Datos de las 21:30 del 24 de Mayo de 2015
06099,10,06,099,"Parra, La",1381,1149,905,48,13,100,Datos de las 23:21 del 24 de Mayo de 2015
06100,10,06,100,Peñalsordo,1088,953,846,8,7,100,Datos de las 22:09 del 24 de Mayo de 2015
06101,10,06,101,Peraleda del Zaucejo,562,473,434,8,3,100,Datos de las 21:33 del 24 de Mayo de 2015
06102,10,06,102,Puebla de Alcocer,1249,1043,896,57,18,100,Datos de las 22:57 del 24 de Mayo de 2015
06103,10,06,103,Puebla de la Calzada,5991,4799,3701,68,51,100,Datos de las 23:09 del 24 de Mayo de 2015
06104,10,06,104,Puebla de la Reina,804,684,608,9,7,100,Datos de las 23:03 del 24 de Mayo de 2015
06107,10,06,107,Puebla de Obando,1913,1597,1232,2,4,100,Datos de las 21:15 del 24 de Mayo de 2015
06108,10,06,108,Puebla de Sancho Pérez,2798,2312,1767,30,23,100,Datos de las 22:54 del 24 de Mayo de 2015
06105,10,06,105,Puebla del Maestre,767,646,506,4,7,100,Datos de las 22:00 del 24 de Mayo de 2015
06106,10,06,106,Puebla del Prior,523,436,393,4,3,100,Datos de las 22:13 del 24 de Mayo de 2015
06902,10,06,902,Pueblonuevo del Guadiana,2056,1676,1247,19,20,100,Datos de las 22:06 del 24 de Mayo de 2015
06109,10,06,109,Quintana de la Serena,4894,3972,3396,182,34,100,Datos de las 22:57 del 24 de Mayo de 2015
06110,10,06,110,Reina,180,157,157,9,2,100,Datos de las 1:33 del 25 de Mayo de 2015
06111,10,06,111,Rena,660,510,406,11,0,100,Datos de las 21:42 del 24 de Mayo de 2015
06112,10,06,112,Retamal de Llerena,484,410,369,1,0,100,Datos de las 22:14 del 24 de Mayo de 2015
06113,10,06,113,Ribera del Fresno,3496,2736,2142,42,28,100,Datos de las 22:03 del 24 de Mayo de 2015
06114,10,06,114,Risco,151,148,124,3,3,100,Datos de las 21:06 del 24 de Mayo de 2015
06115,10,06,115,"Roca de la Sierra, La",1514,1261,968,22,16,100,Datos de las 21:48 del 24 de Mayo de 2015
06116,10,06,116,Salvaleón,1916,1614,1371,25,17,100,Datos de las 23:21 del 24 de Mayo de 2015
06117,10,06,117,Salvatierra de los Barros,1721,1427,1141,69,8,100,Datos de las 21:54 del 24 de Mayo de 2015
06119,10,06,119,San Pedro de Mérida,853,693,568,29,16,100,Datos de las 21:45 del 24 de Mayo de 2015
06123,10,06,123,San Vicente de Alcántara,5725,4702,3425,71,38,100,Datos de las 22:29 del 24 de Mayo de 2015
06118,10,06,118,Sancti-Spíritus,222,210,191,4,1,100,Datos de las 23:12 del 24 de Mayo de 2015
06120,10,06,120,Santa Amalia,4196,3419,2673,121,73,100,Datos de las 22:51 del 24 de Mayo de 2015
06121,10,06,121,Santa Marta,4321,3410,2607,65,46,100,Datos de las 22:09 del 24 de Mayo de 2015
06122,10,06,122,"Santos de Maimona, Los",8249,6655,4633,228,118,100,Datos de las 21:51 del 24 de Mayo de 2015
06124,10,06,124,Segura de León,2052,1727,1407,56,17,100,Datos de las 22:09 del 24 de Mayo de 2015
06125,10,06,125,Siruela,2059,1779,1418,47,28,100,Datos de las 21:57 del 24 de Mayo de 2015
06126,10,06,126,Solana de los Barros,2717,2187,1557,23,24,100,Datos de las 21:45 del 24 de Mayo de 2015
06127,10,06,127,Talarrubias,3597,2912,2458,25,11,100,Datos de las 23:54 del 24 de Mayo de 2015
06128,10,06,128,Talavera la Real,5535,4445,3122,98,79,100,Datos de las 22:21 del 24 de Mayo de 2015
06129,10,06,129,Táliga,746,601,522,4,1,100,Datos de las 21:21 del 24 de Mayo de 2015
06130,10,06,130,Tamurejo,235,194,170,9,1,100,Datos de las 21:30 del 24 de Mayo de 2015
06131,10,06,131,Torre de Miguel Sesmero,1274,1073,918,13,9,100,Datos de las 22:00 del 24 de Mayo de 2015
06132,10,06,132,Torremayor,1041,880,709,7,3,100,Datos de las 21:45 del 24 de Mayo de 2015
06133,10,06,133,Torremejía,2263,1785,1602,42,23,100,Datos de las 23:33 del 24 de Mayo de 2015
06134,10,06,134,Trasierra,659,555,462,18,22,100,Datos de las 22:00 del 24 de Mayo de 2015
06135,10,06,135,Trujillanos,1430,1120,881,23,25,100,Datos de las 22:00 del 24 de Mayo de 2015
06136,10,06,136,Usagre,1884,1600,1269,26,31,100,Datos de las 23:00 del 24 de Mayo de 2015
06137,10,06,137,Valdecaballeros,1156,992,840,27,1,100,Datos de las 21:33 del 24 de Mayo de 2015
06901,10,06,901,Valdelacalzada,2752,2156,1700,35,19,100,Datos de las 23:27 del 24 de Mayo de 2015
06138,10,06,138,Valdetorres,1255,1069,829,50,15,100,Datos de las 21:48 del 24 de Mayo de 2015
06139,10,06,139,Valencia de las Torres,673,570,493,17,6,100,Datos de las 21:21 del 24 de Mayo de 2015
06140,10,06,140,Valencia del Mombuey,768,655,592,10,0,100,Datos de las 21:51 del 24 de Mayo de 2015
06141,10,06,141,Valencia del Ventoso,2115,1752,1339,44,28,100,Datos de las 22:31 del 24 de Mayo de 2015
06146,10,06,146,Valle de la Serena,1332,1114,983,24,19,100,Datos de las 21:33 del 24 de Mayo de 2015
06147,10,06,147,Valle de Matamoros,407,365,314,23,1,100,Datos de las 21:09 del 24 de Mayo de 2015
06148,10,06,148,Valle de Santa Ana,1162,979,828,16,10,100,Datos de las 21:09 del 24 de Mayo de 2015
06142,10,06,142,Valverde de Burguillos,302,277,224,2,5,100,Datos de las 20:48 del 24 de Mayo de 2015
06143,10,06,143,Valverde de Leganés,4193,3358,2585,46,18,100,Datos de las 21:51 del 24 de Mayo de 2015
06144,10,06,144,Valverde de Llerena,662,561,483,8,2,100,Datos de las 23:48 del 24 de Mayo de 2015
06145,10,06,145,Valverde de Mérida,1107,919,809,22,16,100,Datos de las 22:27 del 24 de Mayo de 2015
06149,10,06,149,Villafranca de los Barros,13314,10416,7857,216,119,100,Datos de las 22:31 del 24 de Mayo de 2015
06150,10,06,150,Villagarcía de la Torre,959,809,751,12,5,100,Datos de las 22:39 del 24 de Mayo de 2015
06151,10,06,151,Villagonzalo,1290,1106,796,27,15,100,Datos de las 21:12 del 24 de Mayo de 2015
06152,10,06,152,Villalba de los Barros,1588,1326,1036,32,4,100,Datos de las 22:00 del 24 de Mayo de 2015
06153,10,06,153,Villanueva de la Serena,26101,20505,14715,229,239,100,Datos de las 22:42 del 24 de Mayo de 2015
06154,10,06,154,Villanueva del Fresno,3538,2824,2248,43,41,100,Datos de las 0:21 del 25 de Mayo de 2015
06156,10,06,156,Villar de Rena,1420,1161,1019,15,14,100,Datos de las 21:51 del 24 de Mayo de 2015
06155,10,06,155,Villar del Rey,2301,1906,1432,31,16,100,Datos de las 22:25 del 24 de Mayo de 2015
06157,10,06,157,Villarta de los Montes,522,467,391,12,1,100,Datos de las 21:36 del 24 de Mayo de 2015
06158,10,06,158,Zafra,16828,13394,9336,280,243,100,Datos de las 23:18 del 24 de Mayo de 2015
06159,10,06,159,Zahínos,2864,2362,1678,34,35,100,Datos de las 22:29 del 24 de Mayo de 2015
06160,10,06,160,Zalamea de la Serena,3797,3167,2577,31,25,100,Datos de las 0:03 del 25 de Mayo de 2015
06162,10,06,162,"Zarza, La",3591,2962,2356,47,55,100,Datos de las 22:13 del 24 de Mayo de 2015
06161,10,06,161,Zarza-Capilla,363,317,279,5,4,100,Datos de las 20:54 del 24 de Mayo de 2015
07002,04,07,002,Alaior,9162,6741,4369,72,83,100,Datos de las 22:21 del 24 de Mayo de 2015
07001,04,07,001,Alaró,5227,3708,2736,68,62,100,Datos de las 22:09 del 24 de Mayo de 2015
07003,04,07,003,Alcúdia,19768,12178,6415,113,130,100,Datos de las 21:45 del 24 de Mayo de 2015
07004,04,07,004,Algaida,5354,3954,2664,53,58,100,Datos de las 22:13 del 24 de Mayo de 2015
07005,04,07,005,Andratx,10806,7073,4455,90,62,100,Datos de las 22:36 del 24 de Mayo de 2015
07901,04,07,901,Ariany,903,635,541,3,16,100,Datos de las 21:06 del 24 de Mayo de 2015
07006,04,07,006,Artà,7382,5316,3614,45,81,100,Datos de las 21:24 del 24 de Mayo de 2015
07007,04,07,007,Banyalbufar,553,460,378,6,4,100,Datos de las 21:39 del 24 de Mayo de 2015
07008,04,07,008,Binissalem,7936,5731,4190,61,55,100,Datos de las 23:15 del 24 de Mayo de 2015
07009,04,07,009,Búger,1030,761,636,11,3,100,Datos de las 22:36 del 24 de Mayo de 2015
07010,04,07,010,Bunyola,6662,4955,3332,48,67,100,Datos de las 22:39 del 24 de Mayo de 2015
07011,04,07,011,Calvià,50363,31326,16879,187,244,100,Datos de las 23:24 del 24 de Mayo de 2015
07012,04,07,012,Campanet,2554,1898,1496,24,27,100,Datos de las 22:14 del 24 de Mayo de 2015
07013,04,07,013,Campos,9765,6963,4938,116,78,100,Datos de las 22:29 del 24 de Mayo de 2015
07014,04,07,014,Capdepera,11385,7547,4165,72,79,100,Datos de las 21:48 del 24 de Mayo de 2015
07064,04,07,064,"Castell, Es",7661,5609,3351,36,48,100,Datos de las 23:24 del 24 de Mayo de 2015
07015,04,07,015,Ciutadella de Menorca,29282,21533,11083,204,311,100,Datos de las 22:09 del 24 de Mayo de 2015
07016,04,07,016,Consell,3859,2815,1928,50,34,100,Datos de las 21:48 del 24 de Mayo de 2015
07017,04,07,017,Costitx,1183,863,680,9,3,100,Datos de las 21:06 del 24 de Mayo de 2015
07018,04,07,018,Deià,768,493,366,1,2,100,Datos de las 21:15 del 24 de Mayo de 2015
07026,04,07,026,Eivissa,49693,32318,15246,243,418,100,Datos de las 0:33 del 25 de Mayo de 2015
07019,04,07,019,Escorca,241,201,170,6,0,100,Datos de las 21:33 del 24 de Mayo de 2015
07020,04,07,020,Esporles,4940,3677,2611,33,63,100,Datos de las 22:21 del 24 de Mayo de 2015
07021,04,07,021,Estellencs,344,257,207,4,6,100,Datos de las 21:03 del 24 de Mayo de 2015
07022,04,07,022,Felanitx,17291,11955,7633,160,129,100,Datos de las 21:57 del 24 de Mayo de 2015
07023,04,07,023,Ferreries,4630,3607,2523,35,62,100,Datos de las 21:54 del 24 de Mayo de 2015
07024,04,07,024,Formentera,11545,7292,3757,105,66,100,Datos de las 23:36 del 24 de Mayo de 2015
07025,04,07,025,Fornalutx,704,528,430,7,13,100,Datos de las 21:36 del 24 de Mayo de 2015
07027,04,07,027,Inca,30625,20740,12774,109,168,100,Datos de las 22:06 del 24 de Mayo de 2015
07028,04,07,028,Lloret de Vistalegre,1251,937,740,45,20,100,Datos de las 21:33 del 24 de Mayo de 2015
07029,04,07,029,Lloseta,5686,4146,3164,51,47,100,Datos de las 21:48 del 24 de Mayo de 2015
07030,04,07,030,Llubí,2216,1622,1320,24,16,100,Datos de las 22:27 del 24 de Mayo de 2015
07031,04,07,031,Llucmajor,34602,24483,13681,225,309,100,Datos de las 21:57 del 24 de Mayo de 2015
07033,04,07,033,Manacor,40264,27256,15687,208,278,100,Datos de las 22:54 del 24 de Mayo de 2015
07034,04,07,034,Mancor de la Vall,1309,990,869,14,9,100,Datos de las 21:48 del 24 de Mayo de 2015
07032,04,07,032,Maó-Mahón,28460,20240,12027,158,246,100,Datos de las 0:03 del 25 de Mayo de 2015
07035,04,07,035,Maria de la Salut,2114,1550,1316,17,16,100,Datos de las 23:51 del 24 de Mayo de 2015
07036,04,07,036,Marratxí,35521,26521,16733,272,401,"98,33",Datos de las 22:27 del 24 de Mayo de 2015
07037,04,07,037,"Mercadal, Es",5176,3327,1860,25,46,100,Datos de las 22:00 del 24 de Mayo de 2015
07902,04,07,902,"Migjorn Gran, Es",1470,1098,814,59,39,100,Datos de las 21:42 del 24 de Mayo de 2015
07038,04,07,038,Montuïri,2888,2047,1731,22,9,100,Datos de las 22:09 del 24 de Mayo de 2015
07039,04,07,039,Muro,6808,4950,3843,88,44,100,Datos de las 22:27 del 24 de Mayo de 2015
07040,04,07,040,Palma de Mallorca,399093,281402,153342,1985,2790,"99,36",Datos de las 0:09 del 25 de Mayo de 2015
07041,04,07,041,Petra,2812,2094,1827,40,22,100,Datos de las 22:09 del 24 de Mayo de 2015
07044,04,07,044,"Pobla, Sa",12709,8560,6249,157,88,100,Datos de las 22:14 del 24 de Mayo de 2015
07042,04,07,042,Pollença,16088,11018,6915,53,98,100,Datos de las 23:03 del 24 de Mayo de 2015
07043,04,07,043,Porreres,5369,3564,2638,39,30,100,Datos de las 21:30 del 24 de Mayo de 2015
07045,04,07,045,Puigpunyent,2016,1364,1047,20,26,100,Datos de las 21:57 del 24 de Mayo de 2015
07059,04,07,059,"Salines, Ses",5050,3252,2334,37,35,100,Datos de las 21:45 del 24 de Mayo de 2015
07046,04,07,046,Sant Antoni de Portmany,23359,15723,8391,90,163,100,Datos de las 22:25 del 24 de Mayo de 2015
07049,04,07,049,Sant Joan,2030,1545,1197,17,20,100,Datos de las 22:06 del 24 de Mayo de 2015
07050,04,07,050,Sant Joan de Labritja,5668,3489,2076,46,69,100,Datos de las 22:22 del 24 de Mayo de 2015
07048,04,07,048,Sant Josep de sa Talaia,25362,17916,8435,76,211,100,Datos de las 22:54 del 24 de Mayo de 2015
07051,04,07,051,Sant Llorenç des Cardassar,8320,5640,3230,66,118,100,Datos de las 22:09 del 24 de Mayo de 2015
07052,04,07,052,Sant Lluís,7472,4922,2747,46,79,100,Datos de las 22:13 del 24 de Mayo de 2015
07053,04,07,053,Santa Eugènia,1652,1233,1018,24,16,100,Datos de las 22:57 del 24 de Mayo de 2015
07054,04,07,054,Santa Eulalia del Río,36189,22970,10575,169,281,100,Datos de las 23:42 del 24 de Mayo de 2015
07055,04,07,055,Santa Margalida,11680,7902,5560,93,102,100,Datos de las 22:48 del 24 de Mayo de 2015
07056,04,07,056,Santa María del Camí,6591,4998,3561,42,64,100,Datos de las 22:06 del 24 de Mayo de 2015
07057,04,07,057,Santanyí,11636,7655,5082,61,57,100,Datos de las 21:48 del 24 de Mayo de 2015
07058,04,07,058,Selva,3858,2904,2343,22,33,100,Datos de las 22:13 del 24 de Mayo de 2015
07047,04,07,047,Sencelles,3073,2327,1707,25,17,100,Datos de las 21:57 del 24 de Mayo de 2015
07060,04,07,060,Sineu,3681,2653,1974,33,23,100,Datos de las 21:57 del 24 de Mayo de 2015
07061,04,07,061,Sóller,13842,10131,6524,121,132,100,Datos de las 22:09 del 24 de Mayo de 2015
07062,04,07,062,Son Servera,11576,7726,4253,58,78,100,Datos de las 22:36 del 24 de Mayo de 2015
07063,04,07,063,Valldemossa,2025,1475,1144,14,18,100,Datos de las 21:57 del 24 de Mayo de 2015
07065,04,07,065,Vilafranca de Bonany,2910,2100,1695,17,21,100,Datos de las 22:00 del 24 de Mayo de 2015
08001,09,08,001,Abrera,12125,8851,5223,58,60,100,Datos de las 22:21 del 24 de Mayo de 2015
08002,09,08,002,Aguilar de Segarra,251,203,145,10,20,100,Datos de las 20:33 del 24 de Mayo de 2015
08014,09,08,014,Aiguafreda,2498,1958,1358,9,28,100,Datos de las 22:21 del 24 de Mayo de 2015
08003,09,08,003,Alella,9651,7247,4311,20,73,100,Datos de las 22:21 del 24 de Mayo de 2015
08004,09,08,004,Alpens,300,229,174,17,23,100,Datos de las 20:54 del 24 de Mayo de 2015
08005,09,08,005,"Ametlla del Vallès, L'",8283,6231,3487,24,76,100,Datos de las 21:33 del 24 de Mayo de 2015
08006,09,08,006,Arenys de Mar,15307,11585,6764,81,106,100,Datos de las 21:51 del 24 de Mayo de 2015
08007,09,08,007,Arenys de Munt,8654,6566,3741,90,87,100,Datos de las 21:51 del 24 de Mayo de 2015
08008,09,08,008,Argençola,212,196,142,1,4,100,Datos de las 21:00 del 24 de Mayo de 2015
08009,09,08,009,Argentona,11963,9191,5222,50,123,100,Datos de las 21:36 del 24 de Mayo de 2015
08010,09,08,010,Artés,5661,4221,2546,68,59,100,Datos de las 21:27 del 24 de Mayo de 2015
08011,09,08,011,Avià,2258,1753,1202,5,29,100,Datos de las 21:33 del 24 de Mayo de 2015
08012,09,08,012,Avinyó,2275,1697,1241,11,50,100,Datos de las 21:30 del 24 de Mayo de 2015
08013,09,08,013,Avinyonet del Penedès,1675,1236,857,12,23,100,Datos de las 21:48 del 24 de Mayo de 2015
08015,09,08,015,Badalona,217210,143688,82416,472,1116,"92,00",Datos de las 22:03 del 24 de Mayo de 2015
08904,09,08,904,Badia del Vallès,13553,10598,5579,21,84,100,Datos de las 22:03 del 24 de Mayo de 2015
08016,09,08,016,Bagà,2225,1851,1260,38,34,100,Datos de las 22:13 del 24 de Mayo de 2015
08017,09,08,017,Balenyà,3724,2794,1688,4,21,100,Datos de las 22:25 del 24 de Mayo de 2015
08018,09,08,018,Balsareny,3343,2657,1662,21,38,100,Datos de las 21:39 del 24 de Mayo de 2015
08252,09,08,252,Barberà del Vallès,32550,24577,13757,92,331,100,Datos de las 22:31 del 24 de Mayo de 2015
08019,09,08,019,Barcelona,1602386,1159328,702692,3239,6332,"99,84",Datos de las 23:42 del 24 de Mayo de 2015
