town_code,region_code,ID Provincia,ID Municipio,name,population,census,votes,null_votes,blank_votes,scrutinized,Fecha
08083,09,08,083,Folgueroles,2259,1649,1196,19,46,100,Datos de las 21:18 del 24 de Mayo de 2015
08084,09,08,084,Fonollosa,1429,1137,768,23,14,100,Datos de las 21:18 del 24 de Mayo de 2015
08085,09,08,085,Font-rubí,1353,1007,682,14,15,100,Datos de las 21:15 del 24 de Mayo de 2015
08086,09,08,086,"Franqueses del Vallès, Les",19170,13644,7024,42,171,100,Datos de las 22:13 del 24 de Mayo de 2015
08090,09,08,090,Gaià,163,129,97,2,2,100,Datos de las 20:42 del 24 de Mayo de 2015
08087,09,08,087,Gallifa,202,163,140,3,1,100,Datos de las 21:03 del 24 de Mayo de 2015
08088,09,08,088,"Garriga, La",15762,11795,7447,36,120,100,Datos de las 21:57 del 24 de Mayo de 2015
08089,09,08,089,Gavà,46326,34187,18485,95,253,100,Datos de las 21:48 del 24 de Mayo de 2015
08091,09,08,091,Gelida,7194,5283,3192,47,62,100,Datos de las 22:27 del 24 de Mayo de 2015
08092,09,08,092,Gironella,4987,3776,2350,65,61,100,Datos de las 21:48 del 24 de Mayo de 2015
08093,09,08,093,Gisclareny,25,26,18,0,0,100,Datos de las 20:15 del 24 de Mayo de 2015
08094,09,08,094,"Granada, La",2073,1540,1111,13,16,100,Datos de las 22:22 del 24 de Mayo de 2015
08095,09,08,095,Granera,80,74,62,1,3,100,Datos de las 20:33 del 24 de Mayo de 2015
08096,09,08,096,Granollers,59930,42534,23715,126,288,100,Datos de las 22:21 del 24 de Mayo de 2015
08097,09,08,097,Gualba,1429,1032,710,14,19,100,Datos de las 21:39 del 24 de Mayo de 2015
08099,09,08,099,Guardiola de Berguedà,937,769,544,7,8,100,Datos de las 21:30 del 24 de Mayo de 2015
08100,09,08,100,Gurb,2545,1983,1288,10,38,100,Datos de las 21:15 del 24 de Mayo de 2015
08101,09,08,101,"Hospitalet de Llobregat, L'",253518,175608,93817,609,1281,100,Datos de las 22:29 del 24 de Mayo de 2015
08162,09,08,162,"Hostalets de Pierola, Els",2942,2030,1334,18,25,100,Datos de las 22:57 del 24 de Mayo de 2015
08102,09,08,102,Igualada,38751,28269,16592,112,226,100,Datos de las 21:39 del 24 de Mayo de 2015
08103,09,08,103,Jorba,838,633,389,9,23,100,Datos de las 21:12 del 24 de Mayo de 2015
08104,09,08,104,"Llacuna, La",906,687,527,13,15,100,Datos de las 21:54 del 24 de Mayo de 2015
08105,09,08,105,"Llagosta, La",13430,9613,5465,107,121,100,Datos de las 21:36 del 24 de Mayo de 2015
08107,09,08,107,Lliçà d'Amunt,14696,11378,6080,60,178,100,Datos de las 21:57 del 24 de Mayo de 2015
08108,09,08,108,Lliçà de Vall,6354,5021,2985,18,44,100,Datos de las 21:36 del 24 de Mayo de 2015
08106,09,08,106,Llinars del Vallès,9536,7223,4261,43,75,100,Datos de las 22:06 del 24 de Mayo de 2015
08109,09,08,109,Lluçà,257,215,180,0,6,100,Datos de las 20:39 del 24 de Mayo de 2015
08110,09,08,110,Malgrat de Mar,18417,13499,7605,72,134,100,Datos de las 21:51 del 24 de Mayo de 2015
08111,09,08,111,Malla,266,215,164,8,19,100,Datos de las 20:48 del 24 de Mayo de 2015
08112,09,08,112,Manlleu,20279,13031,6961,56,198,100,Datos de las 21:42 del 24 de Mayo de 2015
08113,09,08,113,Manresa,75297,52343,27685,157,475,100,Datos de las 21:48 del 24 de Mayo de 2015
08242,09,08,242,Marganell,297,224,172,2,6,100,Datos de las 21:21 del 24 de Mayo de 2015
08114,09,08,114,Martorell,27895,18346,10312,97,157,100,Datos de las 21:54 del 24 de Mayo de 2015
08115,09,08,115,Martorelles,4783,3826,2273,37,47,100,Datos de las 21:39 del 24 de Mayo de 2015
08116,09,08,116,"Masies de Roda, Les",737,586,353,1,7,100,Datos de las 20:36 del 24 de Mayo de 2015
08117,09,08,117,"Masies de Voltregà, Les",3186,2443,1537,11,46,100,Datos de las 21:48 del 24 de Mayo de 2015
08118,09,08,118,"Masnou, El",22742,17673,10494,70,217,100,Datos de las 22:09 del 24 de Mayo de 2015
08119,09,08,119,Masquefa,8406,6175,3626,39,93,100,Datos de las 22:36 del 24 de Mayo de 2015
08120,09,08,120,Matadepera,8841,6789,3906,32,91,100,Datos de las 22:15 del 24 de Mayo de 2015
08121,09,08,121,Mataró,124280,86646,46629,1025,639,100,Datos de las 22:22 del 24 de Mayo de 2015
08122,09,08,122,Mediona,2311,1720,1015,48,82,100,Datos de las 22:09 del 24 de Mayo de 2015
08138,09,08,138,Moià,5760,4210,2366,107,123,100,Datos de las 21:36 del 24 de Mayo de 2015
08123,09,08,123,Molins de Rei,25152,19081,12053,86,131,100,Datos de las 21:54 del 24 de Mayo de 2015
08124,09,08,124,Mollet del Vallès,51719,36919,20398,147,272,100,Datos de las 21:54 del 24 de Mayo de 2015
08128,09,08,128,Monistrol de Calders,695,569,441,5,26,100,Datos de las 21:24 del 24 de Mayo de 2015
08127,09,08,127,Monistrol de Montserrat,2945,2242,1350,20,34,100,Datos de las 21:30 del 24 de Mayo de 2015
08125,09,08,125,Montcada i Reixac,34394,25071,13991,84,186,100,Datos de las 22:21 del 24 de Mayo de 2015
08130,09,08,130,Montclar,117,95,83,0,0,100,Datos de las 21:27 del 24 de Mayo de 2015
08131,09,08,131,Montesquiu,895,724,540,8,8,100,Datos de las 22:03 del 24 de Mayo de 2015
08126,09,08,126,Montgat,11315,8801,4992,49,73,100,Datos de las 22:06 del 24 de Mayo de 2015
08132,09,08,132,Montmajor,476,392,318,2,6,100,Datos de las 21:57 del 24 de Mayo de 2015
08133,09,08,133,Montmaneu,164,132,97,0,1,100,Datos de las 20:54 del 24 de Mayo de 2015
08135,09,08,135,Montmeló,8863,6722,4464,33,56,100,Datos de las 22:29 del 24 de Mayo de 2015
08136,09,08,136,Montornès del Vallès,16217,11416,6628,130,127,100,Datos de las 21:57 del 24 de Mayo de 2015
08137,09,08,137,Montseny,332,262,235,4,4,100,Datos de las 21:57 del 24 de Mayo de 2015
08129,09,08,129,Muntanyola,595,465,361,2,8,100,Datos de las 21:39 del 24 de Mayo de 2015
08139,09,08,139,Mura,211,167,154,0,3,100,Datos de las 21:03 del 24 de Mayo de 2015
08140,09,08,140,Navarcles,6003,4791,3011,27,44,100,Datos de las 22:03 del 24 de Mayo de 2015
08141,09,08,141,Navàs,6117,4631,3074,53,74,100,Datos de las 21:42 del 24 de Mayo de 2015
08142,09,08,142,"Nou de Berguedà, La",150,130,111,0,2,100,Datos de las 21:03 del 24 de Mayo de 2015
08143,09,08,143,Òdena,3624,2695,1698,24,68,100,Datos de las 22:14 del 24 de Mayo de 2015
08145,09,08,145,Olèrdola,3579,2627,1633,22,37,100,Datos de las 22:00 del 24 de Mayo de 2015
08146,09,08,146,Olesa de Bonesvalls,1735,1311,740,8,31,100,Datos de las 21:06 del 24 de Mayo de 2015
08147,09,08,147,Olesa de Montserrat,23543,17019,9353,82,160,100,Datos de las 22:09 del 24 de Mayo de 2015
08148,09,08,148,Olivella,3609,2309,1248,21,26,100,Datos de las 22:39 del 24 de Mayo de 2015
08149,09,08,149,Olost,1186,995,568,21,83,100,Datos de las 21:03 del 24 de Mayo de 2015
08144,09,08,144,Olvan,876,724,511,18,17,100,Datos de las 20:51 del 24 de Mayo de 2015
08150,09,08,150,Orís,303,256,216,1,2,100,Datos de las 20:57 del 24 de Mayo de 2015
08151,09,08,151,Oristà,557,469,412,16,10,100,Datos de las 21:48 del 24 de Mayo de 2015
08152,09,08,152,Orpí,131,123,78,8,13,100,Datos de las 21:06 del 24 de Mayo de 2015
08153,09,08,153,Òrrius,690,540,398,9,16,100,Datos de las 22:09 del 24 de Mayo de 2015
08154,09,08,154,Pacs del Penedès,892,702,493,10,19,100,Datos de las 21:09 del 24 de Mayo de 2015
08155,09,08,155,Palafolls,9065,6747,3867,38,60,100,Datos de las 22:22 del 24 de Mayo de 2015
08156,09,08,156,Palau-solità i Plegamans,14454,10908,6222,65,95,100,Datos de las 22:21 del 24 de Mayo de 2015
08157,09,08,157,Pallejà,11253,8382,5338,36,101,100,Datos de las 22:21 del 24 de Mayo de 2015
08905,09,08,905,"Palma de Cervelló, La",3002,2314,1523,18,39,100,Datos de las 21:36 del 24 de Mayo de 2015
08158,09,08,158,"Papiol, El",4023,3119,1942,44,52,100,Datos de las 22:22 del 24 de Mayo de 2015
08159,09,08,159,Parets del Vallès,18733,14150,8185,54,78,100,Datos de las 22:15 del 24 de Mayo de 2015
08160,09,08,160,Perafita,407,332,180,16,21,100,Datos de las 20:57 del 24 de Mayo de 2015
08161,09,08,161,Piera,15000,11198,5889,90,124,100,Datos de las 22:51 del 24 de Mayo de 2015
08163,09,08,163,Pineda de Mar,25948,18682,10727,58,109,100,Datos de las 22:57 del 24 de Mayo de 2015
08164,09,08,164,"Pla del Penedès, El",1223,903,658,7,12,100,Datos de las 22:06 del 24 de Mayo de 2015
08165,09,08,165,"Pobla de Claramunt, La",2186,1666,1138,13,18,100,Datos de las 22:21 del 24 de Mayo de 2015
08166,09,08,166,"Pobla de Lillet, La",1155,1030,799,21,8,100,Datos de las 21:45 del 24 de Mayo de 2015
08167,09,08,167,Polinyà,8238,5877,3412,23,76,100,Datos de las 21:57 del 24 de Mayo de 2015
08182,09,08,182,"Pont de Vilomara i Rocafort, El",3780,2898,1758,15,48,100,Datos de las 22:03 del 24 de Mayo de 2015
08168,09,08,168,Pontons,477,385,307,3,2,100,Datos de las 21:06 del 24 de Mayo de 2015
08169,09,08,169,"Prat de Llobregat, El",62866,48340,26488,134,300,100,Datos de las 22:21 del 24 de Mayo de 2015
08171,09,08,171,Prats de Lluçanès,2624,2129,1631,17,40,100,Datos de las 21:54 del 24 de Mayo de 2015
08170,09,08,170,"Prats de Rei, Els",537,450,270,5,17,100,Datos de las 20:45 del 24 de Mayo de 2015
08230,09,08,230,Premià de Dalt,10311,7684,4532,47,124,100,Datos de las 22:57 del 24 de Mayo de 2015
08172,09,08,172,Premià de Mar,28163,20545,11701,65,146,100,Datos de las 22:03 del 24 de Mayo de 2015
08174,09,08,174,Puigdàlber,532,414,331,6,16,100,Datos de las 21:18 del 24 de Mayo de 2015
08175,09,08,175,Puig-reig,4207,3411,2143,43,80,100,Datos de las 21:39 del 24 de Mayo de 2015
08176,09,08,176,Pujalt,198,160,113,2,10,100,Datos de las 20:36 del 24 de Mayo de 2015
08177,09,08,177,"Quar, La",57,42,22,0,1,100,Datos de las 20:30 del 24 de Mayo de 2015
08178,09,08,178,Rajadell,528,428,309,2,8,100,Datos de las 20:42 del 24 de Mayo de 2015
08179,09,08,179,Rellinars,726,583,439,4,13,100,Datos de las 21:21 del 24 de Mayo de 2015
08180,09,08,180,Ripollet,37233,26654,14225,148,231,100,Datos de las 22:36 del 24 de Mayo de 2015
08181,09,08,181,"Roca del Vallès, La",10518,7907,4458,83,137,100,Datos de las 22:09 del 24 de Mayo de 2015
08183,09,08,183,Roda de Ter,6124,4533,2599,13,63,100,Datos de las 21:45 del 24 de Mayo de 2015
08184,09,08,184,Rubí,74353,53795,27534,180,413,100,Datos de las 22:03 del 24 de Mayo de 2015
08185,09,08,185,Rubió,228,195,137,2,4,100,Datos de las 21:00 del 24 de Mayo de 2015
08901,09,08,901,Rupit i Pruit,300,238,207,3,5,100,Datos de las 21:00 del 24 de Mayo de 2015
08187,09,08,187,Sabadell,207444,153484,84641,608,1270,100,Datos de las 22:15 del 24 de Mayo de 2015
08188,09,08,188,Sagàs,149,114,65,3,5,100,Datos de las 20:36 del 24 de Mayo de 2015
08190,09,08,190,Saldes,283,264,213,0,2,100,Datos de las 21:51 del 24 de Mayo de 2015
08191,09,08,191,Sallent,6780,5357,3102,40,101,100,Datos de las 22:31 del 24 de Mayo de 2015
08194,09,08,194,Sant Adrià de Besòs,35386,25545,12716,124,172,100,Datos de las 22:06 del 24 de Mayo de 2015
08195,09,08,195,Sant Agustí de Lluçanès,91,80,71,0,1,100,Datos de las 20:27 del 24 de Mayo de 2015
08196,09,08,196,Sant Andreu de la Barca,27268,19289,10599,52,96,100,Datos de las 22:09 del 24 de Mayo de 2015
08197,09,08,197,Sant Andreu de Llavaneres,10590,7650,4198,52,88,100,Datos de las 22:13 del 24 de Mayo de 2015
08198,09,08,198,Sant Antoni de Vilamajor,5708,4382,2585,47,58,100,Datos de las 21:39 del 24 de Mayo de 2015
08199,09,08,199,Sant Bartomeu del Grau,875,685,516,7,18,100,Datos de las 21:18 del 24 de Mayo de 2015
08200,09,08,200,Sant Boi de Llobregat,83107,61472,33584,288,518,100,Datos de las 22:00 del 24 de Mayo de 2015
08201,09,08,201,Sant Boi de Lluçanès,556,450,366,2,10,100,Datos de las 21:12 del 24 de Mayo de 2015
08203,09,08,203,Sant Cebrià de Vallalta,3328,2433,1480,17,22,100,Datos de las 22:00 del 24 de Mayo de 2015
08202,09,08,202,Sant Celoni,17251,12562,7481,83,120,100,Datos de las 21:33 del 24 de Mayo de 2015
08204,09,08,204,Sant Climent de Llobregat,3938,3067,1933,40,43,100,Datos de las 22:13 del 24 de Mayo de 2015
08205,09,08,205,Sant Cugat del Vallès,87118,60130,36741,159,511,100,Datos de las 22:25 del 24 de Mayo de 2015
08206,09,08,206,Sant Cugat Sesgarrigues,972,734,572,7,10,100,Datos de las 21:48 del 24 de Mayo de 2015
08207,09,08,207,Sant Esteve de Palautordera,2532,1847,1345,14,39,100,Datos de las 21:30 del 24 de Mayo de 2015
08208,09,08,208,Sant Esteve Sesrovires,7542,5752,3462,45,60,100,Datos de las 21:42 del 24 de Mayo de 2015
08210,09,08,210,Sant Feliu de Codines,5900,4286,2653,23,45,100,Datos de las 21:51 del 24 de Mayo de 2015
08211,09,08,211,Sant Feliu de Llobregat,43715,33033,19243,172,317,100,Datos de las 22:15 del 24 de Mayo de 2015
08212,09,08,212,Sant Feliu Sasserra,626,496,348,38,19,100,Datos de las 21:09 del 24 de Mayo de 2015
08209,09,08,209,Sant Fost de Campsentelles,8666,6782,3598,34,54,100,Datos de las 22:36 del 24 de Mayo de 2015
08213,09,08,213,Sant Fruitós de Bages,8243,6275,3659,47,84,100,Datos de las 22:25 del 24 de Mayo de 2015
08215,09,08,215,Sant Hipòlit de Voltregà,3446,2606,1675,15,56,100,Datos de las 21:54 del 24 de Mayo de 2015
08193,09,08,193,Sant Iscle de Vallalta,1304,952,617,9,13,100,Datos de las 21:48 del 24 de Mayo de 2015
08216,09,08,216,Sant Jaume de Frontanyà,24,23,17,0,4,100,Datos de las 20:18 del 24 de Mayo de 2015
08218,09,08,218,Sant Joan de Vilatorrada,10733,8059,4452,58,100,100,Datos de las 21:42 del 24 de Mayo de 2015
08217,09,08,217,Sant Joan Despí,32981,24983,15094,71,131,100,Datos de las 21:57 del 24 de Mayo de 2015
08903,09,08,903,Sant Julià de Cerdanyola,239,210,156,7,10,100,Datos de las 20:39 del 24 de Mayo de 2015
08220,09,08,220,Sant Julià de Vilatorta,3123,2370,1536,30,47,100,Datos de las 21:42 del 24 de Mayo de 2015
08221,09,08,221,Sant Just Desvern,16389,12649,7514,46,124,100,Datos de las 22:43 del 24 de Mayo de 2015
08222,09,08,222,Sant Llorenç d'Hortons,2517,1905,1241,37,48,100,Datos de las 22:27 del 24 de Mayo de 2015
08223,09,08,223,Sant Llorenç Savall,2361,1869,1228,11,25,100,Datos de las 21:36 del 24 de Mayo de 2015
08225,09,08,225,Sant Martí d'Albars,106,93,87,0,0,100,Datos de las 20:54 del 24 de Mayo de 2015
08224,09,08,224,Sant Martí de Centelles,1093,815,526,6,17,100,Datos de las 21:39 del 24 de Mayo de 2015
08226,09,08,226,Sant Martí de Tous,1175,893,713,7,10,100,Datos de las 22:22 del 24 de Mayo de 2015
08227,09,08,227,Sant Martí Sarroca,3130,2342,1644,10,35,100,Datos de las 21:54 del 24 de Mayo de 2015
08228,09,08,228,Sant Martí Sesgueioles,395,304,219,8,11,100,Datos de las 20:48 del 24 de Mayo de 2015
08229,09,08,229,Sant Mateu de Bages,644,536,463,1,10,100,Datos de las 21:15 del 24 de Mayo de 2015
08231,09,08,231,Sant Pere de Ribes,29339,20856,10827,74,196,100,Datos de las 22:29 del 24 de Mayo de 2015
08232,09,08,232,Sant Pere de Riudebitlles,2364,1785,1225,46,36,100,Datos de las 21:51 del 24 de Mayo de 2015
08233,09,08,233,Sant Pere de Torelló,2436,1876,1233,48,70,100,Datos de las 21:03 del 24 de Mayo de 2015
08234,09,08,234,Sant Pere de Vilamajor,4248,3218,1812,18,48,100,Datos de las 21:51 del 24 de Mayo de 2015
08189,09,08,189,Sant Pere Sallavinera,162,135,113,2,7,100,Datos de las 20:51 del 24 de Mayo de 2015
08235,09,08,235,Sant Pol de Mar,4997,3767,2354,39,45,100,Datos de las 22:09 del 24 de Mayo de 2015
08236,09,08,236,Sant Quintí de Mediona,2101,1536,1060,18,18,100,Datos de las 22:14 del 24 de Mayo de 2015
08237,09,08,237,Sant Quirze de Besora,2148,1663,1167,19,13,100,Datos de las 21:39 del 24 de Mayo de 2015
08238,09,08,238,Sant Quirze del Vallès,19549,14564,8575,56,141,100,Datos de las 22:21 del 24 de Mayo de 2015
08239,09,08,239,Sant Quirze Safaja,644,458,331,3,14,100,Datos de las 21:45 del 24 de Mayo de 2015
08240,09,08,240,Sant Sadurní d'Anoia,12590,9407,6165,59,122,100,Datos de las 22:13 del 24 de Mayo de 2015
08241,09,08,241,Sant Sadurní d'Osormort,86,77,56,0,0,100,Datos de las 20:36 del 24 de Mayo de 2015
08098,09,08,098,Sant Salvador de Guardiola,3130,2380,1483,9,62,100,Datos de las 21:51 del 24 de Mayo de 2015
08262,09,08,262,Sant Vicenç de Castellet,9326,6898,3772,52,86,100,Datos de las 22:21 del 24 de Mayo de 2015
08264,09,08,264,Sant Vicenç de Montalt,6007,4268,2651,12,35,100,Datos de las 22:36 del 24 de Mayo de 2015
08265,09,08,265,Sant Vicenç de Torelló,1975,1553,1025,16,27,100,Datos de las 21:15 del 24 de Mayo de 2015
08263,09,08,263,Sant Vicenç dels Horts,28103,21034,12110,135,166,100,Datos de las 22:14 del 24 de Mayo de 2015
08243,09,08,243,Santa Cecília de Voltregà,173,158,108,3,1,100,Datos de las 21:12 del 24 de Mayo de 2015
08244,09,08,244,Santa Coloma de Cervelló,8038,5861,3556,41,61,100,Datos de las 21:45 del 24 de Mayo de 2015
08245,09,08,245,Santa Coloma de Gramenet,118738,78942,42620,227,464,100,Datos de las 21:45 del 24 de Mayo de 2015
08246,09,08,246,Santa Eugènia de Berga,2233,1697,1121,12,25,100,Datos de las 21:27 del 24 de Mayo de 2015
08247,09,08,247,Santa Eulàlia de Riuprimer,1259,970,657,3,15,100,Datos de las 21:09 del 24 de Mayo de 2015
08248,09,08,248,Santa Eulàlia de Ronçana,7114,5432,3069,23,50,100,Datos de las 22:21 del 24 de Mayo de 2015
08249,09,08,249,Santa Fe del Penedès,379,276,255,8,7,100,Datos de las 21:06 del 24 de Mayo de 2015
08250,09,08,250,Santa Margarida de Montbui,9641,7059,4483,32,45,100,Datos de las 22:36 del 24 de Mayo de 2015
08251,09,08,251,Santa Margarida i els Monjos,7337,4980,2963,38,52,100,Datos de las 22:00 del 24 de Mayo de 2015
08253,09,08,253,Santa Maria de Besora,162,135,82,0,5,100,Datos de las 20:27 del 24 de Mayo de 2015
08254,09,08,254,Santa Maria de Corcó,2188,1748,1143,42,85,100,Datos de las 21:33 del 24 de Mayo de 2015
08256,09,08,256,Santa Maria de Martorelles,851,653,467,5,12,100,Datos de las 21:42 del 24 de Mayo de 2015
08255,09,08,255,Santa Maria de Merlès,177,145,78,5,7,100,Datos de las 21:09 del 24 de Mayo de 2015
08257,09,08,257,Santa Maria de Miralles,140,110,72,7,1,100,Datos de las 20:39 del 24 de Mayo de 2015
08259,09,08,259,Santa Maria de Palautordera,9138,6649,4167,28,86,100,Datos de las 21:54 del 24 de Mayo de 2015
08258,09,08,258,Santa Maria d'Oló,1065,845,652,19,12,100,Datos de las 20:57 del 24 de Mayo de 2015
08260,09,08,260,Santa Perpètua de Mogoda,25409,18296,10189,70,147,100,Datos de las 22:22 del 24 de Mayo de 2015
08261,09,08,261,Santa Susanna,3293,2339,1509,12,19,100,Datos de las 22:09 del 24 de Mayo de 2015
08192,09,08,192,Santpedor,7384,5697,3392,44,95,100,Datos de las 21:51 del 24 de Mayo de 2015
08267,09,08,267,Sentmenat,8645,6447,3720,56,68,100,Datos de las 22:51 del 24 de Mayo de 2015
08269,09,08,269,Seva,3488,2665,1840,31,42,100,Datos de las 22:42 del 24 de Mayo de 2015
08270,09,08,270,Sitges,28171,19072,10712,105,156,100,Datos de las 23:12 del 24 de Mayo de 2015
08271,09,08,271,Sobremunt,83,69,60,0,0,100,Datos de las 20:42 del 24 de Mayo de 2015
08272,09,08,272,Sora,175,150,78,1,5,100,Datos de las 20:54 del 24 de Mayo de 2015
08273,09,08,273,Subirats,3029,2312,1597,20,31,100,Datos de las 21:48 del 24 de Mayo de 2015
08274,09,08,274,Súria,5999,4746,2951,40,60,100,Datos de las 21:45 del 24 de Mayo de 2015
08276,09,08,276,Tagamanent,322,241,190,0,2,100,Datos de las 21:00 del 24 de Mayo de 2015
08277,09,08,277,Talamanca,141,160,149,0,0,100,Datos de las 21:18 del 24 de Mayo de 2015
08278,09,08,278,Taradell,6219,4757,2825,35,107,100,Datos de las 21:48 del 24 de Mayo de 2015
08275,09,08,275,Tavèrnoles,317,250,216,4,3,100,Datos de las 21:18 del 24 de Mayo de 2015
08280,09,08,280,Tavertet,125,109,86,0,1,100,Datos de las 20:45 del 24 de Mayo de 2015
08281,09,08,281,Teià,6141,4887,2878,20,99,100,Datos de las 21:57 del 24 de Mayo de 2015
08279,09,08,279,Terrassa,215517,153334,83552,374,1074,100,Datos de las 22:00 del 24 de Mayo de 2015
08282,09,08,282,Tiana,8314,6501,3960,29,96,100,Datos de las 21:24 del 24 de Mayo de 2015
08283,09,08,283,Tona,8012,6013,3398,83,103,100,Datos de las 22:15 del 24 de Mayo de 2015
08284,09,08,284,Tordera,16345,12194,6294,66,141,100,Datos de las 21:57 del 24 de Mayo de 2015
08285,09,08,285,Torelló,13949,10306,5645,63,83,100,Datos de las 21:27 del 24 de Mayo de 2015
08286,09,08,286,"Torre de Claramunt, La",3819,2923,1764,16,24,100,Datos de las 21:45 del 24 de Mayo de 2015
08287,09,08,287,Torrelavit,1393,1059,746,14,32,100,Datos de las 22:31 del 24 de Mayo de 2015
08288,09,08,288,Torrelles de Foix,2308,1656,1029,22,15,100,Datos de las 22:13 del 24 de Mayo de 2015
08289,09,08,289,Torrelles de Llobregat,5851,4310,2159,49,106,100,Datos de las 21:45 del 24 de Mayo de 2015
08290,09,08,290,Ullastrell,2056,1505,1073,13,15,100,Datos de las 21:45 del 24 de Mayo de 2015
08291,09,08,291,Vacarisses,6218,4525,2664,15,46,100,Datos de las 22:06 del 24 de Mayo de 2015
08292,09,08,292,Vallbona d'Anoia,1424,1087,821,8,3,100,Datos de las 21:21 del 24 de Mayo de 2015
08293,09,08,293,Vallcebre,258,228,146,0,5,100,Datos de las 20:51 del 24 de Mayo de 2015
08294,09,08,294,Vallgorguina,2699,1952,1140,47,57,100,Datos de las 21:18 del 24 de Mayo de 2015
08295,09,08,295,Vallirana,14612,10903,6138,59,82,100,Datos de las 22:14 del 24 de Mayo de 2015
08296,09,08,296,Vallromanes,2519,1825,1173,7,29,100,Datos de las 22:03 del 24 de Mayo de 2015
08297,09,08,297,Veciana,176,137,101,0,2,100,Datos de las 20:51 del 24 de Mayo de 2015
08298,09,08,298,Vic,41956,26434,15004,137,225,100,Datos de las 22:25 del 24 de Mayo de 2015
08299,09,08,299,Vilada,443,391,333,5,0,100,Datos de las 21:51 del 24 de Mayo de 2015
08301,09,08,301,Viladecans,65358,48582,26279,217,355,100,Datos de las 22:31 del 24 de Mayo de 2015
08300,09,08,300,Viladecavalls,7395,5719,3569,31,89,100,Datos de las 22:21 del 24 de Mayo de 2015
08305,09,08,305,Vilafranca del Penedès,39221,27346,15905,169,240,100,Datos de las 22:22 del 24 de Mayo de 2015
08306,09,08,306,Vilalba Sasserra,706,525,289,3,8,100,Datos de las 21:09 del 24 de Mayo de 2015
08303,09,08,303,Vilanova de Sau,314,276,216,1,5,100,Datos de las 21:12 del 24 de Mayo de 2015
08302,09,08,302,Vilanova del Camí,12506,9247,5518,51,117,100,Datos de las 21:30 del 24 de Mayo de 2015
08902,09,08,902,Vilanova del Vallès,5250,3780,2260,27,48,100,Datos de las 22:25 del 24 de Mayo de 2015
08307,09,08,307,Vilanova i la Geltrú,65941,48373,27212,179,351,100,Datos de las 21:57 del 24 de Mayo de 2015
08214,09,08,214,Vilassar de Dalt,8882,6898,3950,59,116,100,Datos de las 21:54 del 24 de Mayo de 2015
08219,09,08,219,Vilassar de Mar,20185,15351,9584,53,162,100,Datos de las 22:21 del 24 de Mayo de 2015
08304,09,08,304,Vilobí del Penedès,1090,815,630,11,9,100,Datos de las 21:48 del 24 de Mayo de 2015
08308,09,08,308,Viver i Serrateix,174,135,115,1,0,100,Datos de las 20:57 del 24 de Mayo de 2015
48001,14,48,001,Abadiño,7504,5854,4014,38,47,100,Datos de las 21:33 del 24 de Mayo de 2015
48002,14,48,002,Abanto y Ciérvana-Abanto Zierbena,9688,7907,5016,116,123,100,Datos de las 22:09 del 24 de Mayo de 2015
48911,14,48,911,Ajangiz,463,383,309,5,11,100,Datos de las 21:21 del 24 de Mayo de 2015
48912,14,48,912,Alonsotegi,2843,2322,1667,75,57,100,Datos de las 20:54 del 24 de Mayo de 2015
48003,14,48,003,Amorebieta-Etxano,18579,14496,9556,124,122,100,Datos de las 22:03 del 24 de Mayo de 2015
48004,14,48,004,Amoroto,417,327,224,0,2,100,Datos de las 21:09 del 24 de Mayo de 2015
48005,14,48,005,Arakaldo,144,116,93,3,5,100,Datos de las 20:48 del 24 de Mayo de 2015
48006,14,48,006,Arantzazu,380,301,271,5,2,100,Datos de las 21:45 del 24 de Mayo de 2015
48093,14,48,093,Areatza,1211,915,757,16,13,100,Datos de las 21:36 del 24 de Mayo de 2015
48009,14,48,009,Arrankudiaga,974,782,644,8,15,100,Datos de las 21:33 del 24 de Mayo de 2015
48914,14,48,914,Arratzu,398,332,291,2,1,100,Datos de las 20:39 del 24 de Mayo de 2015
48010,14,48,010,Arrieta,573,463,351,5,3,100,Datos de las 20:48 del 24 de Mayo de 2015
48011,14,48,011,Arrigorriaga,12374,9721,6119,103,121,100,Datos de las 21:51 del 24 de Mayo de 2015
48023,14,48,023,Artea,775,596,488,18,14,100,Datos de las 22:09 del 24 de Mayo de 2015
48008,14,48,008,Artzentales,722,608,452,27,9,100,Datos de las 21:15 del 24 de Mayo de 2015
48091,14,48,091,Atxondo,1393,1146,822,25,27,100,Datos de las 21:21 del 24 de Mayo de 2015
48070,14,48,070,Aulesti,654,546,410,9,8,100,Datos de las 20:54 del 24 de Mayo de 2015
48012,14,48,012,Bakio,2615,2043,1576,40,15,100,Datos de las 21:48 del 24 de Mayo de 2015
48090,14,48,090,Balmaseda,7829,6097,4394,107,51,100,Datos de las 21:42 del 24 de Mayo de 2015
48013,14,48,013,Barakaldo,100080,80474,47216,681,792,100,Datos de las 22:31 del 24 de Mayo de 2015
48014,14,48,014,Barrika,1537,1230,835,11,13,100,Datos de las 21:15 del 24 de Mayo de 2015
48015,14,48,015,Basauri,41624,34046,20731,256,274,100,Datos de las 21:54 del 24 de Mayo de 2015
48092,14,48,092,Bedia,1035,839,618,14,16,100,Datos de las 21:21 del 24 de Mayo de 2015
48016,14,48,016,Berango,6925,5283,3360,55,65,100,Datos de las 21:45 del 24 de Mayo de 2015
